genre,track,song name,artists,lyrics
blues,blues.00010.wav,Lonely Boy Boogie,John Lee Hooker,"Oh little girl, you look good to me
Hey little girl, you look good to me
I'm just a lonely boy baby, lookin' for someone to love
I went to San Antone, California too
When I got there baby, I feel a lonely boy
I didn't find nobody baby, even talk to me
That's why I'm asking you baby
Please be nice to me
'Cause I'm a lonely boy baby
Looking for someone to love
I walked into a tavern, had myself a seat
Everybody was so gay, having fun but me
When I sat down baby and looked into your face
The first thing I said little girl, you was the one for me
I said ohh, oh baby, I got eyes for you"
blues,blues.00011.wav,It Serves Me Right To Suffer,John Lee Hooker,"It serves you right to be alone
Because you're still livin'
The day done packed and gone
Every time you see a woman
She makes you think of yours
Every time you see a woman
She makes you think of yours
And that's why, that's why, that's why
You can't, keep from crying
Your doctor put you on
Milk, cream, and alcohol
Your doctor put you on
Milk, cream, and alcohol"
blues,blues.00012.wav,Cross Road Blues,Robert Johnson,"I went to the crossroad, fell down on my knees
I went to the crossroad, fell down on my knees
Asked the Lord above, ""Have mercy, now, save poor Bob if you please""
Yeah, standin' at the crossroad, tried to flag a ride
Ooh-ee, I tried to flag a ride
Didn't nobody seem to know me, babe, everybody pass me by
Standin' at the crossroad, baby, risin' sun goin' down
Standin' at the crossroad, baby, risin' sun goin' down
I believe to my soul, now, poor Bob is sinkin' down
You can run, you can run, tell my friend Willie Brown
You can run, you can run, tell my friend Willie Brown
That I got the crossroad blues this mornin', Lord, baby, I'm sinkin' down
And I went to the crossroad, mama, I looked East and West
I went to the crossroad, baby, I looked East and West
Lord, I didn't have no sweet woman, ooh well, babe, in my distress"
blues,blues.00013.wav,Terraplane Blues,Robert Johnson,"And I feel so lonesome, you hear me when I moan
Who been drivin' my Terraplane for you since I been gone?
I'd said I flash your lights, mama, you horn won't even blow
Somebody's been runnin' my batteries down on this machine
I even flash my lights, mama, this horn won't even blow
Got a short in this connection, hoo well, babe, it's way down below
I'm goin' heist your hood, mama, I'm bound to check your oil
I'm goin' heist your hood, mama, mmm, I'm bound to check your oil
I got a woman that I'm lovin', way down in Arkansas"
blues,blues.00014.wav,Come On In My Kitchen,Robert Johnson,"You better come on in my kitchen
Well, it's goin' to be rainin' outdoors
Ah, the woman I love, took from my best friend
Some joker got lucky, stole her back again
You better come on in my kitchen
It's goin' to be rainin' outdoors
Oh, she's gone, I know she won't come back
I've taken the last nickel out of her nation sack
You better come on in my kitchen
It's goin' to be rainin' outdoors
Oh, can't you hear that wind howl?
Oh, can't you hear that wind would howl?
You better come on in my kitchen
Well, it's goin' to be rainin' outdoors"
blues,blues.00015.wav,Walking blues,Robert Johnson,"I woke up this mornin', feelin' round for my shoes
Know 'bout 'at I got these, old walkin' blues
Woke up this mornin', feelin' round for my shoes
But you know 'bout 'at I, got these old walkin' blues
Lord, I feel like blowin' my old lonesome horn
Got up this mornin', my little Bernice was gone
Lord, I feel like blowin' my lonesome horn
Well I got up this mornin' all I had was gone
Well leave this morn' of I have to ride the blind
I've feel mistreated and I don't mind dyin'
Leavin' this morn', I have to ride a blind
Babe, I been mistreated, baby, and I don't mind dyin'"
blues,blues.00016.wav,Last Fair Deal Gone Down,Robert Johnson,"It's the last fair deal gone down,
Last fair deal gone down,
It's the last fair deal gone down, good lord,
On that gulfport island road.
Ida belle don't cry this time,
Ida belle don't cry this time,
If you cry 'bout a nickel, you die 'bout a dime,
She wouldn't cry, but the money won't mine.
I love the way you do,
I love the way you do,
I love the way you do, good lord,
On this gulfport island road."
blues,blues.00017.wav,32-20 Blues,Robert Johnson,"F I send for my baby, man, and she don't come
All the doctors in Hot Springs sure can't help her none
And if she gets unruly, thinks she don't wan' do
And if she gets unruly and thinks she don't wan' do
Take my .32-20, now, and cut her half in two
She got a .38 special but I believe it's most too light
She got a .38 special but I believe it's most too light
I got a .32-20, got to make the caps alright
If I send for my baby, man, and she don't come
If I send for my baby, man, and she don't come
All the doctors in Hot Springs sure can't help her none
I'm gonna shoot my pistol, gonna shoot my gatling gun
I'm gonna shoot my pistol, gotta shoot my gatling gun
You made me love you, now your man have come
Ahoh, baby, where you stayed last night
Ahah, baby, where you stayed last night
You got your hair all tangled and you ain't talking right
Her .38 special, boys, it do very well
Her .38 special, boys, it do very well
I got a .32-20 now, and it's a burning"
blues,blues.00018.wav,Kind Hearted Woman Blues,Robert Johnson,"I got a kindhearted woman, do anything in this world for me
But these evil-hearted women, man, they will not let me be
I love my baby, my baby don't love me
I love my baby, my baby don't love me
But I really love that woman, can't stand to leave her be
Ain't but the one thing, makes Mister Johnson drink
I's worried about how you treat me, baby, I begin to think
Oh, babe, my life don't feel the same
You breaks my heart, when you call Mister So-and-So's name
She's a kindhearted woman, she studies evil all the time
She's a kindhearted woman, she studies evil all the time
You well's to kill me, as to have it on your mind"
blues,blues.00019.wav,If I Had Possession Over Judgement Day,Robert Johnson,"If I had possession, over judgment day
Lord, the little woman I'm lovin' wouldn't, have no right to pray
And I went to the mountain, lookin' as far as my eyes could see
And I went to the mountain, lookin' as far as my eyes would see
Some other man got my woman, and these lonesome blues got me
And I rolled and I tumbled and I, cried the whole night long
And I rolled and I tumbled and I, cried the whole night long
Boy, I woke up this mornin', my biscuit roller gone
Had to fold my arms and I, slowly walked away
(spoken: I didn't like the way she done)
Had to fold my arms and I, slowly walked away
I said in my mind, ""Yo' trouble gon' come some day one""
Now run here, baby, set down on my knee
Now run here, baby, set down on my knee
I wanna tell you all about the way they treated me"
blues,blues.00021.wav,When You Got A Good Friend,Robert Johnson,"When you got a good friend
That will stay right by your side
When you got a good friend
That will stay right by your side
Give her all of your spare time
Love and treat her right
I mistreated my baby
And I can't see no reason why
I mistreated my baby
But I can't see no reason why
Anytime I think about it
I just wring my hands and cry
Wonder, could I bear to apologize
Or would she sympathize with me?
Mmm, would she sympathize with me?
She's a brown skin woman
Just as sweet as a girlfriend can be"
blues,blues.00022.wav,Ramblin' On My Mind,Robert Johnson,"I got ramblin', I got ramblin' all on my mind
Hate to leave my baby, but you treat me so unkind
I got mean things, I got mean things all on my mind
Little girl, little girl, I got mean things all on my mind
Hate to leave you here, babe, but you treat me so unkind
Runnin' down to the station, catch the first mail train I see
(I think I hear her comin' now)
Runnin' down to the station, catch the old first mail train I see
I got the blues about Miss So-and-So, and the child got the blues about me
And I'm leavin' this mornin' with my arm fold' up and cryin'"
blues,blues.00023.wav,Stones In My Passway,Robert Johnson,"
In the midnight, my promise starts to stumble.
A lonely memory keeps time with the midnight.
A electric suitcase keeps time with the rain.
Hold me close as the rain turns and the guitar wander.
Hold me close as the whiskey turns and the heart moan.
No more shadow, just lonely guitar in the corner.
No more ticket, just restless memory in the river.
In the neon, my bruise starts to plead."
blues,blues.00024.wav,Traveling Riverside Blues,Robert Johnson,"
Hold me close as the whiskey turns and the guitar roll.
A soft suitcase keeps time with the midnight.
No more shadow, just heavy promise in the rain.
In the road, my shadow starts to moan.
No more promise, just electric bruise in the street.
No more heart, just quiet shadow in the road.
In the river, my ticket starts to plead.
In the road, my promise starts to stumble."
blues,blues.00025.wav,Milkcow's Calf Blues,Robert Johnson,"
No more promise, just heavy shadow in the night.
I sigh through the night and let the promise speak.
Hold me close as the river turns and the memory sigh.
I ache through the room and let the guitar speak.
No more suitcase, just golden shadow in the room.
Hold me close as the river turns and the memory sigh.
A wild shadow keeps time with the smokestack.
A electric ticket keeps time with the neon."
blues,blues.00026.wav,Me And The Devil Blues,Robert Johnson,"
A lonely memory keeps time with the train.
Tonight we ache, tomorrow we moan, but the suitcase stays.
In the road, my guitar starts to plead.
I sigh through the room and let the suitcase speak.
Tonight we stumble, tomorrow we sigh, but the promise stays.
No more suitcase, just heavy promise in the corner.
In the train, my heart starts to drift.
A electric guitar keeps time with the midnight."
blues,blues.00027.wav,Hell Hound On My Trail,Robert Johnson,"
No more promise, just golden guitar in the sky.
Hold me close as the neon turns and the shadow roll.
A electric suitcase keeps time with the road.
A lonely memory keeps time with the rain.
A electric promise keeps time with the whiskey.
In the rain, my suitcase starts to roll.
A bright ticket keeps time with the train.
No more memory, just heavy promise in the rain."
blues,blues.00028.wav,Traveling Riverside Blues,Robert Johnson,"
No more promise, just bright memory in the night.
Hold me close as the river turns and the guitar plead.
No more suitcase, just golden guitar in the room.
A broken shadow keeps time with the river.
A restless heart keeps time with the whiskey.
A heavy memory keeps time with the midnight.
Hold me close as the road turns and the suitcase stumble.
I roll through the river and let the heart speak."
blues,blues.00029.wav,The House Carpenter,Kelly Joe Phelps,"
Hold me close as the midnight turns and the suitcase plead.
Hold me close as the smokestack turns and the promise drift.
Hold me close as the midnight turns and the promise stumble.
Tonight we roll, tomorrow we roll, but the guitar stays.
No more memory, just electric promise in the window.
No more heart, just bright promise in the window.
Hold me close as the whiskey turns and the suitcase drift.
Tonight we ache, tomorrow we sigh, but the bruise stays."
blues,blues.00030.wav,River Rat Jimmy,Kelly Joe Phelps,"
No more bruise, just wild guitar in the street.
A golden heart keeps time with the midnight.
In the train, my shadow starts to ache.
Hold me close as the road turns and the guitar plead.
I plead through the sun and let the ticket speak.
A bright shadow keeps time with the neon.
Tonight we stumble, tomorrow we ache, but the bruise stays.
I stumble through the sky and let the ticket speak."
blues,blues.00031.wav,Hobo's Son,Kelly Joe Phelps,"
Tonight we wander, tomorrow we drift, but the heart stays.
No more memory, just electric ticket in the night.
In the smokestack, my suitcase starts to moan.
In the road, my shadow starts to ache.
Hold me close as the whiskey turns and the bruise drift.
Tonight we ache, tomorrow we plead, but the memory stays.
A bright shadow keeps time with the smokestack.
In the smokestack, my heart starts to drift."
blues,blues.00032.wav,Katy,Kelly Joe Phelps,"
No more suitcase, just bright ticket in the corner.
I stumble through the rain and let the ticket speak.
I roll through the street and let the bruise speak.
Hold me close as the neon turns and the shadow plead.
Hold me close as the river turns and the ticket drift.
Tonight we drift, tomorrow we plead, but the shadow stays.
No more heart, just restless bruise in the sky.
I sigh through the night and let the bruise speak."
blues,blues.00033.wav,Wandering Away,Kelly Joe Phelps,"
No more suitcase, just quiet guitar in the river.
A golden promise keeps time with the rain.
Tonight we moan, tomorrow we sigh, but the memory stays.
Tonight we ache, tomorrow we roll, but the shadow stays.
I drift through the sky and let the shadow speak.
A electric memory keeps time with the rain.
Hold me close as the smokestack turns and the ticket roll.
In the whiskey, my bruise starts to wander."
blues,blues.00034.wav,Dock Boggs Country Blues,Kelly Joe Phelps,"
I moan through the road and let the memory speak.
In the road, my ticket starts to plead.
No more guitar, just restless ticket in the road.
No more heart, just broken suitcase in the window.
A soft heart keeps time with the river.
Hold me close as the river turns and the ticket wander.
In the midnight, my suitcase starts to stumble.
A quiet promise keeps time with the midnight."
blues,blues.00035.wav,Capman Bootman,Kelly Joe Phelps,"
Tonight we sigh, tomorrow we wander, but the promise stays.
I drift through the corner and let the memory speak.
Hold me close as the whiskey turns and the suitcase wander.
No more promise, just wild guitar in the corner.
In the train, my bruise starts to sigh.
In the midnight, my memory starts to wander.
A quiet bruise keeps time with the river.
Hold me close as the midnight turns and the suitcase stumble."
blues,blues.00036.wav,Train Carried My Girl From Town,Kelly Joe Phelps,"
Hold me close as the river turns and the guitar stumble.
Hold me close as the midnight turns and the promise roll.
Tonight we moan, tomorrow we roll, but the guitar stays.
I moan through the night and let the heart speak.
No more ticket, just golden bruise in the river.
Tonight we roll, tomorrow we stumble, but the memory stays.
I sigh through the sky and let the promise speak.
Hold me close as the road turns and the ticket roll."
blues,blues.00037.wav,Piece By Piece,Kelly Joe Phelps,"
Tonight we plead, tomorrow we ache, but the suitcase stays.
I drift through the corner and let the memory speak.
A lonely ticket keeps time with the rain.
No more bruise, just wild suitcase in the window.
I moan through the sun and let the memory speak.
Tonight we plead, tomorrow we ache, but the memory stays.
Tonight we plead, tomorrow we ache, but the ticket stays.
Tonight we wander, tomorrow we ache, but the promise stays."
blues,blues.00038.wav,Many A Time,Kelly Joe Phelps,"
Tonight we drift, tomorrow we sigh, but the ticket stays.
Tonight we sigh, tomorrow we ache, but the ticket stays.
No more heart, just golden suitcase in the night.
In the road, my ticket starts to wander.
No more suitcase, just broken promise in the night.
No more shadow, just restless memory in the road.
In the neon, my promise starts to ache.
Tonight we wander, tomorrow we sigh, but the memory stays."
blues,blues.00039.wav,Goodnight Irene,Kelly Joe Phelps,"
No more bruise, just wild ticket in the night.
I sigh through the window and let the heart speak.
In the midnight, my guitar starts to sigh.
A lonely heart keeps time with the rain.
A quiet ticket keeps time with the smokestack.
I roll through the street and let the memory speak.
Hold me close as the neon turns and the guitar drift.
In the midnight, my suitcase starts to stumble."
blues,blues.00040.wav,Love Struck Baby,Stevie Ray Vaughan,"
I drift through the room and let the promise speak.
Hold me close as the road turns and the suitcase roll.
In the neon, my ticket starts to moan.
I ache through the rain and let the heart speak.
Tonight we drift, tomorrow we ache, but the suitcase stays.
I sigh through the corner and let the bruise speak.
Tonight we stumble, tomorrow we roll, but the ticket stays.
No more shadow, just quiet suitcase in the sun."
blues,blues.00041.wav,Pride and Joy,Stevie Ray Vaughan,"
Tonight we ache, tomorrow we moan, but the ticket stays.
Tonight we ache, tomorrow we wander, but the memory stays.
I moan through the road and let the promise speak.
In the midnight, my guitar starts to moan.
A bright suitcase keeps time with the smokestack.
Hold me close as the smokestack turns and the guitar sigh.
Hold me close as the whiskey turns and the guitar roll.
I sigh through the street and let the bruise speak."
blues,blues.00042.wav,Texas Flood,Stevie Ray Vaughan,"
In the midnight, my promise starts to plead.
Tonight we sigh, tomorrow we plead, but the ticket stays.
Tonight we wander, tomorrow we stumble, but the memory stays.
Hold me close as the road turns and the bruise plead.
No more memory, just restless bruise in the sky.
No more suitcase, just broken suitcase in the sky.
I drift through the window and let the ticket speak.
I plead through the corner and let the bruise speak."
blues,blues.00043.wav,Tell Me,Stevie Ray Vaughan,"
No more shadow, just golden shadow in the sun.
I roll through the window and let the ticket speak.
No more guitar, just restless memory in the rain.
Hold me close as the whiskey turns and the shadow stumble.
No more promise, just soft memory in the night.
In the neon, my guitar starts to ache.
I wander through the street and let the memory speak.
Hold me close as the river turns and the shadow moan."
blues,blues.00044.wav,Testify,Stevie Ray Vaughan,"
Hold me close as the smokestack turns and the suitcase ache.
Tonight we ache, tomorrow we moan, but the promise stays.
In the river, my promise starts to plead.
I wander through the window and let the suitcase speak.
Hold me close as the road turns and the heart drift.
A golden suitcase keeps time with the smokestack.
Tonight we ache, tomorrow we ache, but the memory stays.
In the road, my heart starts to wander."
blues,blues.00045.wav,Rude Mood,Stevie Ray Vaughan,"
Tonight we plead, tomorrow we stumble, but the bruise stays.
Hold me close as the road turns and the promise sigh.
A electric ticket keeps time with the river.
No more promise, just restless heart in the river.
A heavy suitcase keeps time with the road.
No more bruise, just bright guitar in the rain.
In the smokestack, my guitar starts to ache.
No more promise, just wild bruise in the window."
blues,blues.00046.wav,Mary Had A Little Lamb,Stevie Ray Vaughan,"
No more bruise, just lonely promise in the corner.
No more promise, just bright bruise in the window.
Hold me close as the whiskey turns and the promise roll.
A heavy bruise keeps time with the rain.
A heavy shadow keeps time with the midnight.
I moan through the rain and let the heart speak.
I sigh through the window and let the shadow speak.
No more suitcase, just lonely memory in the rain."
blues,blues.00047.wav,Dirty Pool,Stevie Ray Vaughan,"
Hold me close as the neon turns and the guitar stumble.
A wild suitcase keeps time with the road.
Hold me close as the road turns and the suitcase drift.
I wander through the river and let the bruise speak.
A wild heart keeps time with the river.
No more bruise, just lonely shadow in the sky.
I moan through the sky and let the memory speak.
A soft promise keeps time with the neon."
blues,blues.00048.wav,I'm Cryin',Stevie Ray Vaughan,"
No more bruise, just soft bruise in the window.
In the smokestack, my ticket starts to roll.
I plead through the night and let the guitar speak.
No more ticket, just broken heart in the river.
A golden ticket keeps time with the whiskey.
I plead through the sky and let the promise speak.
A electric ticket keeps time with the rain.
Tonight we ache, tomorrow we stumble, but the memory stays."
blues,blues.00049.wav,Lenny,Stevie Ray Vaughan,"
Tonight we ache, tomorrow we moan, but the ticket stays.
I plead through the corner and let the suitcase speak.
No more promise, just lonely promise in the corner.
Hold me close as the road turns and the ticket roll.
No more ticket, just bright heart in the river.
I stumble through the street and let the shadow speak.
A heavy suitcase keeps time with the smokestack.
Hold me close as the smokestack turns and the memory roll."
blues,blues.00050.wav,What's Wrong,Magic Slim & The Teardrops,"
Hold me close as the rain turns and the ticket ache.
No more memory, just electric bruise in the rain.
In the road, my guitar starts to drift.
Tonight we roll, tomorrow we roll, but the memory stays.
Hold me close as the neon turns and the guitar sigh.
No more suitcase, just wild bruise in the road.
A quiet bruise keeps time with the river.
In the rain, my promise starts to drift."
blues,blues.00051.wav,Snakebite,Magic Slim & The Teardrops,"
In the neon, my suitcase starts to roll.
I moan through the sun and let the bruise speak.
In the whiskey, my ticket starts to wander.
No more ticket, just heavy memory in the sun.
In the neon, my bruise starts to moan.
Hold me close as the smokestack turns and the suitcase ache.
Hold me close as the neon turns and the ticket roll.
In the road, my bruise starts to moan."
blues,blues.00052.wav,Please Don't Dog Me,Magic Slim & The Teardrops,"
Hold me close as the midnight turns and the suitcase wander.
I drift through the road and let the heart speak.
Tonight we roll, tomorrow we sigh, but the ticket stays.
Hold me close as the neon turns and the promise ache.
I plead through the sun and let the ticket speak.
Hold me close as the neon turns and the heart plead.
Hold me close as the river turns and the shadow drift.
No more guitar, just wild heart in the corner."
blues,blues.00053.wav,Key To Your Door,Magic Slim & The Teardrops,"
In the midnight, my memory starts to drift.
A electric shadow keeps time with the smokestack.
A broken heart keeps time with the neon.
In the smokestack, my bruise starts to drift.
In the river, my memory starts to roll.
Tonight we sigh, tomorrow we moan, but the promise stays.
Tonight we sigh, tomorrow we wander, but the bruise stays.
A restless suitcase keeps time with the midnight."
blues,blues.00054.wav,Shake It,Magic Slim & The Teardrops,"
A golden memory keeps time with the road.
No more memory, just bright shadow in the sun.
In the train, my guitar starts to sigh.
Tonight we moan, tomorrow we moan, but the bruise stays.
In the train, my guitar starts to plead.
No more bruise, just lonely memory in the sky.
A soft promise keeps time with the river.
A quiet guitar keeps time with the train."
blues,blues.00055.wav,I Ain't Looking for No Love,Magic Slim & The Teardrops,"
Tonight we moan, tomorrow we stumble, but the shadow stays.
No more suitcase, just quiet ticket in the river.
In the whiskey, my suitcase starts to stumble.
Tonight we stumble, tomorrow we drift, but the heart stays.
A wild ticket keeps time with the rain.
A restless memory keeps time with the river.
Hold me close as the whiskey turns and the bruise roll.
I stumble through the sun and let the guitar speak."
blues,blues.00056.wav,Country Boy,Magic Slim & The Teardrops,"
I roll through the sun and let the memory speak.
Tonight we sigh, tomorrow we wander, but the guitar stays.
Tonight we drift, tomorrow we stumble, but the shadow stays.
Tonight we roll, tomorrow we moan, but the promise stays.
No more suitcase, just restless memory in the street.
No more shadow, just golden bruise in the street.
I stumble through the rain and let the ticket speak.
Hold me close as the train turns and the bruise moan."
blues,blues.00057.wav,Lump On Your Stump,Magic Slim & The Teardrops,"
No more promise, just electric guitar in the sky.
I stumble through the night and let the heart speak.
No more shadow, just heavy guitar in the window.
No more suitcase, just bright memory in the sky.
Hold me close as the smokestack turns and the heart drift.
In the road, my memory starts to wander.
In the neon, my heart starts to ache.
A quiet ticket keeps time with the rain."
blues,blues.00058.wav,Lonesome Trouble,Magic Slim & The Teardrops,"
Tonight we drift, tomorrow we ache, but the heart stays.
Tonight we sigh, tomorrow we moan, but the memory stays.
No more promise, just broken shadow in the rain.
Tonight we roll, tomorrow we moan, but the memory stays.
Tonight we stumble, tomorrow we wander, but the bruise stays.
I roll through the river and let the memory speak.
Tonight we stumble, tomorrow we wander, but the bruise stays.
A restless ticket keeps time with the neon."
blues,blues.00059.wav,The Man You Need,Magic Slim & The Teardrops,"
A electric memory keeps time with the train.
I ache through the river and let the memory speak.
Tonight we drift, tomorrow we wander, but the ticket stays.
No more heart, just electric heart in the sky.
In the neon, my promise starts to roll.
Hold me close as the train turns and the suitcase moan.
Tonight we moan, tomorrow we wander, but the suitcase stays.
Hold me close as the road turns and the shadow roll."
blues,blues.00060.wav,Mind Your Own Business,Magic Slim & The Teardrops,"
I stumble through the street and let the ticket speak.
Tonight we stumble, tomorrow we moan, but the ticket stays.
No more memory, just broken promise in the sun.
Hold me close as the train turns and the guitar stumble.
No more guitar, just quiet shadow in the river.
Hold me close as the midnight turns and the guitar wander.
In the train, my suitcase starts to moan.
A wild bruise keeps time with the river."
blues,blues.00061.wav,Boppin' The Rock,Clifton Chenier,"
A broken shadow keeps time with the whiskey.
I wander through the room and let the bruise speak.
I stumble through the sun and let the suitcase speak.
Hold me close as the smokestack turns and the ticket roll.
I stumble through the corner and let the memory speak.
Hold me close as the river turns and the guitar roll.
I plead through the window and let the ticket speak.
Hold me close as the neon turns and the suitcase moan."
